City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,miyaly,48.8844,53.7836,-11.049999999999955,78,1,4.63,KZ,1702065202
301,sur,22.5667,59.5289,22.640000000000043,50,7,1.54,OM,1702065202
302,minas de marcona,-15.2119,-75.1103,19.890000000000043,59,41,8.52,PE,1702065202
303,dazhou,31.2159,107.5009,12.410000000000025,71,90,1.23,CN,1702065203
304,smirnykh,49.75,142.8333,-7.169999999999959,89,100,0.83,RU,1702065203
305,kirkwall,58.9848,-2.9587,8.03000000000003,87,75,10.29,GB,1702065204
306,kapoeta,4.7717,33.5903,27.930000000000007,42,47,2.38,SS,1702065204
307,bowen,-20.0167,148.2333,25.80000000000001,66,96,7.15,AU,1702065204
308,basoko,1.2391,23.616,25.08000000000004,79,92,1.39,CD,1702065204
309,angaur state,6.906,134.13,27.960000000000036,79,99,4.24,PW,1702065204
310,flying fish cove,-10.4217,105.6791,24.82000000000005,88,100,4.63,CX,1702065187
311,kaa-khem,51.6833,94.7333,-23.659999999999968,89,100,0.75,RU,1702065108
312,camacupa,-12.0167,17.4833,17.120000000000005,98,100,0.84,AO,1702065205
313,nadym,65.5333,72.5167,-34.569999999999965,99,18,3.2,RU,1702065205
314,diamond harbour,22.1917,88.1847,21.689999999999998,70,47,2.49,IN,1702065206
315,ephraim,39.3597,-111.5863,1.75,46,94,10.85,US,1702065203
316,fale old settlement,-9.3852,-171.2468,29.03000000000003,74,61,4.99,TK,1702065206
317,saint-leu,-21.15,55.2833,25.480000000000018,98,73,1.6,RE,1702065206
318,lata,40.1629,-8.3327,15.450000000000045,89,99,1.35,PT,1702065206
319,nehe,48.4833,124.8333,-25.909999999999968,92,20,2.24,CN,1702065207
320,remire-montjoly,4.9167,-52.2667,29.02000000000004,79,75,4.12,GF,1702065207
321,okhotsk,59.3833,143.3,-1.5299999999999727,98,100,3.1,RU,1702065104
322,portland,45.5234,-122.6762,8.129999999999995,90,75,3.58,US,1702065073
323,port macquarie,-31.4333,152.9167,22.160000000000025,84,5,5.43,AU,1702065081
324,kourou,5.1552,-52.6478,29.03000000000003,90,95,4.07,GF,1702065208
325,ulaangom,49.9811,92.0667,-17.799999999999983,86,96,2.58,MN,1702065208
326,magadi,12.9667,77.2333,23.090000000000032,95,38,2.25,IN,1702065208
327,copiapo,-27.3667,-70.3333,18.83000000000004,29,0,4.15,CL,1702065208
